"","pct","donald_j_trump","marco_rubio","rafael_edward_cruz","john_kasich","benjamin_s_carson_sr","jeb_bush","rand_paul","mike_huckabee","chris_christie","carly_fiorina","jim_gilmore","lindsey_graham","rick_santorum","all_others","fips"
"1640","Provisional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51117"
"1641","101 - Saluda",59,28,5,12,8,0,0,0,0,0,0,0,0,0,"51119"
"1642","102 - Urbanna",117,81,21,25,13,1,1,0,0,0,0,0,0,0,"51119"
"1643","201 - New Market",264,128,47,34,28,1,0,1,0,0,2,1,0,0,"51119"
"1644","301 - Waterview",56,18,12,7,9,0,3,1,0,0,0,0,0,0,"51119"
"1645","302 - Church View",77,19,13,5,12,1,0,0,0,0,0,0,0,0,"51119"
"1646","401- Harmony Village",145,80,36,17,14,1,2,1,0,1,0,0,0,0,"51119"
"1647","501 - Wilton",211,137,47,24,34,2,0,2,1,1,0,1,0,0,"51119"
"1648","Ab - Central Absentee Precinct",16,19,3,10,3,0,0,1,0,0,0,0,0,0,"51119"
"1649","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51119"
"1650","101 - Precinct A-1",153,214,100,86,41,1,0,1,0,0,0,0,1,0,"51121"
"1651","102 - Precinct A-2",44,125,34,66,23,3,3,0,1,0,0,0,0,0,"51121"
"1652","103 - Precinct A-3",129,256,69,100,57,2,3,2,0,2,1,0,0,0,"51121"
"1653","201 - Precinct B-1",20,19,13,3,4,0,1,0,0,0,0,0,0,0,"51121"
"1654","202 - Precinct B-2",191,144,117,34,62,4,6,1,0,1,1,0,0,0,"51121"
"1655","203 - Precinct B-3",158,114,81,33,33,5,1,0,0,0,0,0,0,0,"51121"
"1656","204 - Precinct B-4",229,289,134,46,68,5,4,4,0,0,0,0,0,0,"51121"
"1657","301 - Precinct C-1",234,89,95,13,32,1,1,1,0,0,0,0,0,0,"51121"
"1658","302 - Precinct C-2",234,114,127,36,55,1,0,2,0,0,1,0,0,0,"51121"
"1659","303 - Precinct C-3",106,31,35,8,15,0,0,3,0,0,0,0,0,0,"51121"
"1660","304 - Precinct C-4",188,122,87,20,38,3,3,1,1,0,0,0,0,0,"51121"
"1661","401 - Precinct D-1",120,88,63,24,32,4,0,1,0,0,0,0,0,0,"51121"
"1662","402 - Precinct D-2",209,109,105,29,77,0,1,2,0,0,0,0,0,0,"51121"
"1663","403 - Precinct D-3",174,75,73,11,32,0,0,2,0,0,0,0,0,0,"51121"
"1664","404 - Precinct D-4",105,46,45,10,14,0,1,1,0,0,0,0,0,0,"51121"
"1665","405 - Precinct D-5",243,141,83,41,61,1,3,0,1,1,0,0,0,0,"51121"
"1666","501 - Precinct E-1",155,136,56,45,38,1,3,2,0,0,0,1,0,0,"51121"
"1667","502 - Precinct E-2",150,93,50,27,29,2,2,0,0,0,0,0,0,0,"51121"
"1668","503 - Precinct E-3",17,111,17,13,10,0,3,0,0,0,0,1,0,0,"51121"
"1669","601 - Precinct F-1",75,209,56,58,40,3,2,0,0,0,0,0,0,0,"51121"
"1670","602 - Precinct F-2",53,183,44,56,21,0,0,0,0,3,0,0,0,0,"51121"
"1671","603 - Precinct F-3",11,65,19,6,4,0,0,0,0,0,0,0,0,0,"51121"
"1672","701 - Precinct G-1",108,233,102,81,39,2,4,1,1,1,0,0,0,0,"51121"
"1673","702 - Precinct G-2",36,110,25,18,11,2,3,0,1,1,0,0,0,0,"51121"
"1674","Ab - Central Absentee Precinct",53,50,32,20,3,4,2,0,0,0,0,0,0,0,"51121"
"1675","Provisional",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"51121"
"1676","101 - Rockfish",146,100,110,23,25,0,1,1,0,0,0,0,0,0,"51125"
"1677","201 - Lovingston",117,35,41,7,14,0,2,0,0,0,0,0,0,0,"51125"
"1678","202 - Schuyler",58,22,17,7,6,0,0,0,0,0,0,0,0,0,"51125"
"1679","301 - Shipman",115,49,74,6,13,1,1,1,1,0,0,0,0,0,"51125"
"1680","302 - Gladstone",15,7,13,0,4,0,0,0,0,0,0,0,0,0,"51125"
"1681","401 - Roseland",147,99,83,28,28,0,1,1,0,0,0,0,0,0,"51125"
"1682","402 - Montebello",14,6,5,2,8,0,0,0,0,0,0,0,0,0,"51125"
"1683","501 - Faber",52,33,39,14,8,1,0,0,0,0,0,0,0,0,"51125"
"1684","502 - Nellysford",119,162,54,98,16,3,3,1,0,0,1,0,0,0,"51125"
"1685","Ab - Central Absentee Precinct",15,16,3,4,2,2,0,0,0,1,0,0,0,0,"51125"
"1686","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51125"
"1687","102 - Tunstall",68,55,48,6,13,2,2,0,0,0,0,0,0,0,"51127"
"1688","103 - Southern Branch",225,147,137,33,41,1,0,1,0,2,1,0,0,0,"51127"
"1689","201 - Quinton",212,157,135,48,35,0,0,2,0,0,0,0,0,0,"51127"
"1690","202 - Kentwood",182,114,78,13,28,1,1,1,0,0,0,0,0,0,"51127"
"1691","301 - Watkins",132,77,49,12,18,1,1,0,0,0,0,0,0,0,"51127"
"1692","302 - Cumberland",150,86,87,15,38,1,0,0,0,0,0,0,0,0,"51127"
"1693","401 - Providence Forge",238,186,108,62,44,0,0,0,0,0,0,1,0,0,"51127"
"1694","403 - Mountcastle",106,38,40,14,15,0,0,0,0,0,0,0,0,0,"51127"
"1695","501 - Eltham",105,76,54,15,24,0,0,2,0,0,0,0,0,0,"51127"
"1696","502 - Chickahominy River",184,103,71,25,58,1,0,0,0,0,0,0,0,0,"51127"
"1697","Ab - Central Absentee Precinct",24,32,30,8,6,1,0,0,1,2,0,0,0,0,"51127"
"1698","Provisional",0,2,0,0,0,0,0,0,0,0,0,0,0,0,"51127"
"1699","101 - Denbigh (CD 3)",117,66,50,16,40,2,2,1,0,0,0,0,0,0,"51700"
"1700","102 - Epes (CD 3)",84,66,38,14,24,1,2,0,0,0,0,0,1,0,"51700"
"1701","103 - Jenkins (CD 3)",169,126,70,24,42,1,0,0,0,0,0,1,0,0,"51700"
"1702","104 - Mcintosh (CD 3)",62,71,21,12,18,0,0,0,0,0,1,0,0,0,"51700"
"1703","105 - Oyster Point (CD 2)",30,76,17,12,13,0,2,0,0,0,0,0,1,0,"51700"
"1704","106 - Reservoir (CD 3)",173,109,68,16,37,1,2,1,0,0,0,0,0,0,"51700"
"1705","107 - Richneck (CD 2)",183,186,84,32,24,2,5,0,2,0,1,1,1,0,"51700"
"1706","108 - Lee Hall (CD 3)",92,82,25,14,23,1,3,0,0,0,0,0,1,0,"51700"
"1707","109 - Windsor (CD 2)",110,72,38,20,32,0,0,0,0,1,1,0,0,0,"51700"
"1708","110 - Greenwood (CD 1)",97,74,33,8,20,0,0,0,0,0,1,0,0,0,"51700"
"1709","201 - Bland (CD 3)",25,22,15,3,1,0,0,0,0,0,0,0,0,0,"51700"
"1710","202 - Boulevard (CD 2)",208,193,60,29,40,0,1,1,1,0,0,1,1,1,"51700"
"1711","203 - Charles (CD 2)",307,230,127,43,48,3,3,1,0,2,0,1,0,1,"51700"
"1712","204 - Wellesley (CD 2)",99,105,33,32,21,2,1,0,0,0,0,0,0,0,"51700"
"1713","205 - Deep Creek (CD 2)",301,261,83,60,55,0,1,1,2,1,0,0,0,0,"51700"
"1714","208 - Hidenwood (CD 2)",174,196,48,85,24,2,4,1,1,2,0,0,0,0,"51700"
"1715","209 - Hilton (CD 2)",181,232,63,75,35,8,4,0,1,0,0,1,1,0,"51700"
"1716","210 - Nelson (CD 2)",317,275,114,39,50,9,3,1,1,0,0,0,0,1,"51700"
"1717","211 - Palmer (CD 1)",7,17,1,2,1,0,0,0,0,0,0,0,0,0,"51700"
"1718","211 - Palmer (CD 2)",125,127,56,25,22,1,1,0,0,1,0,0,1,0,"51700"
"1719","212 - Riverside (CD 2)",135,163,58,78,30,3,3,1,1,1,0,0,0,0,"51700"
"1720","213 - Sanford (CD 2)",135,115,54,26,27,1,0,0,0,0,0,0,1,0,"51700"
"1721","215 - Warwick (CD 2)",89,118,24,22,10,0,0,1,0,0,0,0,1,0,"51700"
"1722","216 - Yates (CD 2)",157,223,41,37,26,1,0,0,0,0,2,0,1,0,"51700"
"1723","217 - Riverview (CD 2)",213,227,79,68,40,3,1,1,2,0,0,0,0,0,"51700"
"1724","218 - Kiln Creek (CD 1)",3,2,5,1,0,0,0,0,0,0,0,0,0,0,"51700"
"1725","218 - Kiln Creek (CD 2)",261,320,104,70,50,3,3,3,0,0,0,0,0,0,"51700"
"1726","219 - Deer Park (CD 2)",142,118,45,30,36,1,1,1,0,0,0,0,1,0,"51700"
"1727","302 - Briarfield (CD 3)",55,24,18,2,12,1,2,0,2,0,0,0,0,0,"51700"
"1728","303 - Carver (CD 3)",39,25,13,2,13,0,0,0,0,0,0,0,0,0,"51700"
"1729","304 - Chestnut (CD 3)",2,1,0,1,4,1,0,0,0,0,0,0,0,0,"51700"
"1730","305 - Downtown (CD 3)",14,10,8,5,1,0,1,0,0,0,0,0,0,0,"51700"
"1731","306 - Dunbar (CD 3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51700"
"1732","307 - Huntington (CD 3)",1,1,0,0,0,0,0,0,0,1,0,0,0,0,"51700"
"1733","308 - Jefferson (CD 3)",3,0,1,0,2,0,0,0,0,0,0,0,0,0,"51700"
"1734","309 - Magruder (CD 3)",7,1,0,0,0,0,0,0,0,0,0,0,0,0,"51700"
"1735","310 - Marshall (CD 3)",3,1,0,2,4,0,0,0,0,0,0,0,0,0,"51700"
"1736","311 - Newmarket (CD 3)",82,51,24,9,20,1,2,0,0,0,0,0,0,0,"51700"
"1737","312 - Newsome Park (CD 3)",0,3,0,1,1,0,0,0,0,0,0,0,0,0,"51700"
"1738","313 - Reed (CD 3)",7,3,1,1,2,0,0,0,0,0,0,0,0,0,"51700"
"1739","314 - River (CD 3)",82,75,36,19,14,1,0,0,0,1,0,0,0,0,"51700"
"1740","315 - Sedgefield (CD 2)",140,73,55,9,31,1,0,1,2,0,0,0,0,0,"51700"
"1741","316 - South Morrison (CD 3)",113,100,50,11,16,2,1,2,0,0,0,1,0,1,"51700"
"1742","317 - Washington (CD 3)",2,0,1,0,1,0,0,0,0,0,0,0,0,0,"51700"
"1743","318 - Wilson (CD 3)",14,11,14,4,6,0,0,0,0,0,0,0,0,0,"51700"
"1744","319 - Saunders (CD 2)",229,188,80,32,40,3,0,2,0,2,2,0,0,0,"51700"
"1745","320 - Watkins (CD 2)",322,224,116,25,69,3,2,1,2,0,0,1,0,1,"51700"
"1746","Ab - Central Absentee Precinct (CD 1)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51700"
"1747","Ab - Central Absentee Precinct (CD 2)",45,39,19,16,10,1,2,1,0,0,1,0,0,0,"51700"
"1748","Ab - Central Absentee Precinct (CD 3)",14,10,9,5,4,1,0,0,0,0,0,0,0,0,"51700"
"1749","Provisional (CD 1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"51700"
"1750","Provisional (CD 2)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,"51700"
"1751","Provisional (CD 3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51700"
"1752","101 - Granby (CD 3)",139,188,47,42,23,1,1,2,0,0,0,0,0,0,"51710"
"1753","102 - Ocean View School (CD 2)",122,78,23,20,6,1,0,0,0,0,0,0,0,0,"51710"
"1754","103 - Northside (CD 2)",192,98,44,17,26,1,1,1,0,1,1,0,0,0,"51710"
"1755","104 - Titustown (CD 3)",24,12,12,2,4,2,0,0,0,0,0,0,0,0,"51710"
"1756","106 - Zion Grace (CD 2)",147,201,36,72,18,4,0,0,0,0,0,0,2,0,"51710"
"1757","201 - Old Dominion (CD 2)",161,330,73,107,22,1,0,0,0,2,0,0,0,0,"51710"
"1758","203 - Ghent Square (CD 3)",54,90,22,35,9,2,1,0,0,0,0,0,0,0,"51710"
"1759","207 - Lambert's Point (CD 3)",23,18,19,5,7,1,0,0,0,0,0,0,0,0,"51710"
"1760","208 - Larchmont Library (CD 2)",64,114,20,55,3,3,0,0,0,0,0,0,0,0,"51710"
"1761","210 - Maury (CD 3)",85,163,48,67,10,2,2,0,1,1,0,0,0,0,"51710"
"1762","211 - Chrysler Museum (CD 3)",130,197,30,100,16,1,2,0,0,0,1,0,0,0,"51710"
"1763","212 - Park Place (CD 3)",5,9,3,0,6,0,0,0,1,0,0,0,0,0,"51710"
"1764","213 - Taylor Elementary School (CD 3)",83,214,32,97,14,1,4,0,1,1,1,0,0,0,"51710"
"1765","214 - Stuart (CD 3)",80,112,29,31,11,1,1,0,0,0,1,0,0,0,"51710"
"1766","215 - Suburban Park (CD 2)",105,177,71,40,19,0,2,0,0,0,0,0,0,0,"51710"
"1767","217 - Wesley (CD 3)",85,44,24,5,19,1,1,0,0,1,1,0,0,0,"51710"
"1768","218 - Willard (CD 2)",200,249,73,87,28,3,1,0,2,0,0,0,0,0,"51710"
"1769","301 - Ballentine (CD 3)",30,14,21,7,13,1,1,1,0,0,0,0,0,0,"51710"
"1770","302 - Tanners Creek (CD 3)",38,20,15,2,4,0,0,0,0,0,0,0,1,0,"51710"
"1771","303 - Bowling Park (CD 3)",14,8,5,1,1,0,0,0,0,0,2,2,0,0,"51710"
"1772","304 - Coleman Place School (CD 3)",22,15,12,1,10,0,0,0,0,0,0,0,0,0,"51710"
"1773","305 - Lafayette-winona (CD 3)",44,32,10,8,7,1,1,0,0,0,0,0,0,0,"51710"
"1774","306 - Lindenwood (CD 3)",14,15,3,5,3,0,0,0,1,0,1,0,0,0,"51710"
"1775","309 - Norview (CD 3)",99,64,31,8,26,1,0,1,0,0,0,0,1,0,"51710"
"1776","310 - Rosemont (CD 3)",8,15,7,2,6,0,0,0,0,0,0,0,0,0,"51710"
"1777","311 - Sherwood (CD 3)",176,90,56,10,37,4,7,0,0,1,0,1,2,0,"51710"
"1778","313 - Union Chapel (CD 3)",2,4,5,0,2,1,0,0,0,0,0,0,0,0,"51710"
"1779","402 - Berkley (CD 3)",4,6,0,1,2,0,0,0,0,1,0,1,0,0,"51710"
"1780","403 - Brambleton (CD 3)",1,1,1,0,2,0,0,0,0,0,0,0,0,0,"51710"
"1781","404 - Campostella (CD 3)",4,6,2,1,2,0,1,0,0,0,0,0,0,0,"51710"
"1782","405 - Chesterfield (CD 3)",8,5,5,0,3,0,1,0,0,0,1,0,0,0,"51710"
"1783","406 - Barron Black (CD 2)",105,77,39,12,13,1,1,0,0,0,0,0,0,0,"51710"
"1784","408 - Easton (CD 2)",145,86,55,23,36,0,2,1,1,1,1,0,0,0,"51710"
"1785","409 - Fairlawn (CD 2)",102,80,33,13,29,1,2,1,0,0,1,0,0,0,"51710"
"1786","411 - Ruffner Academy (CD 3)",2,0,0,1,0,0,0,0,0,0,0,0,0,0,"51710"
"1787","412 - Ingleside (CD 3)",41,37,12,5,12,0,0,1,1,0,0,0,0,0,"51710"
"1788","413 - Poplar Halls (CD 3)",78,54,26,13,25,0,0,1,1,1,0,1,1,0,"51710"
"1789","414 - Young Park (CD 3)",1,3,2,1,5,1,0,1,0,0,1,0,0,0,"51710"
"1790","415 - Lake Taylor High School (CD 3)",97,53,22,9,22,1,2,0,0,0,0,0,0,0,"51710"
"1791","501 - Bayview (CD 2)",204,148,69,28,26,2,2,0,0,0,0,1,0,0,"51710"
"1792","503 - East Ocean View (CD 2)",169,170,43,68,26,2,2,1,0,1,0,0,0,0,"51710"
"1793","504 - Larrymore (CD 2)",158,110,33,19,22,0,1,1,0,1,0,1,1,0,"51710"
"1794","505 - Little Creek (CD 2)",137,106,35,21,13,0,3,0,0,0,1,0,0,0,"51710"
"1795","506 - Ocean View Center (CD 2)",180,104,33,20,18,3,3,1,1,0,1,0,0,0,"51710"
"1796","507 - Pretlow (CD 2)",165,117,51,27,31,2,5,1,0,0,0,0,1,0,"51710"
"1797","509 - Tarrallton (CD 2)",258,145,56,25,45,5,3,1,1,0,0,0,0,0,"51710"
"1798","510 - Third Presbyterian (CD 2)",255,135,68,32,31,2,2,0,1,0,1,0,0,0,"51710"
"1799","511 - Crossroads (CD 2)",190,98,60,17,50,1,1,2,1,0,1,1,0,0,"51710"
"1800","512 - Azalea Gardens (CD 2)",136,104,40,25,10,1,0,0,0,0,0,0,0,0,"51710"
"1801","Ab - Central Absentee Precinct (CD 2)",46,30,17,11,8,4,1,0,2,1,0,0,0,0,"51710"
"1802","Ab - Central Absentee Precinct (CD 3)",24,38,6,14,7,0,0,0,0,1,1,0,0,0,"51710"
"1803","Provisional (CD 2)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,"51710"
"1804","Provisional (CD 3)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"51710"
"1805","101 - Precinct 1-1",176,107,42,42,12,2,0,0,1,0,0,0,0,0,"51131"
"1806","201 - Precinct 2-1",80,31,14,9,12,0,0,0,0,0,0,0,0,0,"51131"
"1807","301 - Precinct 3-1",60,43,19,17,11,0,0,0,1,0,0,0,0,0,"51131"
"1808","401 - Precinct 4-1",118,93,28,37,18,0,1,0,0,0,0,0,0,0,"51131"
"1809","501 - Precinct 5-1",163,73,53,29,21,3,0,2,0,0,0,0,0,0,"51131"
"1810","Ab - Central Absentee Precinct",29,19,6,3,2,1,0,0,1,0,0,0,0,0,"51131"
"1811","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51131"
"1812","101 - 1a",172,96,24,29,24,0,0,4,0,0,1,0,0,0,"51133"
"1813","201 - 2a",203,132,39,39,31,1,0,0,0,0,0,0,0,0,"51133"
"1814","301 - 3a",65,38,11,8,15,0,2,1,0,0,0,0,0,0,"51133"
"1815","302 - 3b",21,11,4,0,6,0,0,0,0,0,0,0,0,0,"51133"
"1816","401 - 4a",245,224,83,85,45,2,0,0,2,1,1,0,0,0,"51133"
"1817","501 - 5a",322,168,63,49,40,2,2,0,0,0,0,0,0,0,"51133"
"1818","Ab - Central Absentee Precinct",34,22,20,16,8,1,0,0,0,0,0,0,0,0,"51133"
"1819","Provisional",1,0,0,1,0,0,0,0,0,0,0,0,0,0,"51133"
"1820","1 - East Ward",200,89,44,10,30,0,2,0,1,0,0,0,0,0,"51720"
"1821","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51720"
"1822","101 - Precinct 1-1",96,46,31,3,26,1,0,1,0,0,0,0,0,0,"51135"
"1823","102 - Precinct 1-2",77,38,28,2,17,2,2,0,1,0,0,0,0,0,"51135"
"1824","201 - Precinct 2-1",140,56,39,2,30,2,1,0,0,0,2,0,0,0,"51135"
"1825","202 - Precinct 2-2",87,19,26,4,21,0,0,0,0,0,0,0,0,0,"51135"
"1826","301 - Precinct 3-1",54,23,16,3,2,1,0,0,0,0,0,0,0,0,"51135"
"1827","302 - Precinct 3-2",45,21,22,4,4,0,0,0,0,0,0,1,0,0,"51135"
"1828","401 - Precinct 4-1",26,10,6,1,6,0,0,0,0,0,0,0,0,0,"51135"
"1829","402 - Precinct 4-2",89,30,37,3,23,0,2,0,0,0,0,0,0,0,"51135"
"1830","501 - Precinct 5-1",157,98,56,14,30,0,2,0,0,0,3,0,0,0,"51135"
"1831","Ab - Central Absentee Precinct",12,10,4,2,3,0,0,0,0,0,0,0,0,0,"51135"
"1832","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51135"
"1833","101 - One West",193,151,125,65,20,3,1,0,0,0,0,0,0,0,"51137"
"1834","102 - One East",188,91,99,30,42,2,0,0,2,0,0,1,0,0,"51137"
"1835","201 - Two West",225,87,105,18,34,1,0,2,1,0,0,0,0,0,"51137"
"1836","202 - Two East",220,88,85,17,28,2,1,2,0,1,0,0,0,0,"51137"
"1837","301 - Three West",190,138,75,41,49,1,1,0,1,1,0,0,0,0,"51137"
"1838","302 - Three East",84,41,49,16,16,2,0,0,0,0,0,0,0,0,"51137"
"1839","401 - Four West",290,98,109,14,44,0,1,1,1,0,0,0,1,0,"51137"
"1840","402 - Four East",214,100,105,36,44,2,2,0,1,0,0,0,0,0,"51137"
"1841","501 - Five South",274,192,84,87,51,1,1,0,0,1,1,0,0,0,"51137"
"1842","502 - Five North",297,263,101,115,52,1,5,1,4,3,0,0,2,0,"51137"
"1843","Ab - Central Absentee Precinct",37,40,25,9,2,1,0,0,1,0,0,0,0,0,"51137"
"1844","Provisional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51137"
"1845","101 - West Luray",231,118,75,33,36,0,3,0,0,0,0,2,1,0,"51139"
"1846","201 - East Luray",265,176,107,40,50,1,0,1,0,1,0,0,0,0,"51139"
"1847","301 - Marksville",296,76,86,16,39,2,2,1,0,0,1,0,0,0,"51139"
"1848","401 - Newport",233,68,69,17,28,0,1,2,0,1,0,1,1,0,"51139"
"1849","501 - Shenandoah",325,100,81,17,40,2,0,1,0,0,0,0,0,0,"51139"
"1850","Ab - Central Absentee Precinct",28,14,8,2,3,1,0,0,0,0,0,0,1,0,"51139"
"1851","Provisional",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"51139"
"1852","101 - Ararat",76,23,25,2,12,0,1,0,1,0,0,0,0,0,"51141"
"1853","102 - Claudville",87,32,39,4,8,0,0,1,0,0,0,0,0,0,"51141"
"1854","103 - Willis Gap",107,11,38,1,19,0,0,0,1,0,0,0,0,0,"51141"
"1855","201 - Dry Pond",36,16,32,3,14,1,1,0,0,0,0,0,0,0,"51141"
"1856","202 - Patrick Springs",120,44,53,10,30,0,1,1,1,1,0,0,0,0,"51141"
"1857","203 - Russell Creek",75,30,42,4,19,1,0,1,0,1,0,0,0,0,"51141"
"1858","301 - Critz/stella",113,42,82,7,24,0,0,1,1,0,0,1,0,0,"51141"
"1859","302 - Liberty",86,34,45,4,23,0,0,0,0,0,0,0,0,0,"51141"
"1860","401 - Meadows Of Dan",90,25,42,9,20,0,0,0,0,0,0,0,0,0,"51141"
"1861","402 - Stuart Administration",110,53,53,20,23,0,2,0,3,0,0,0,1,0,"51141"
"1862","501 - Stuart Community",49,30,37,5,12,0,0,0,0,0,0,0,0,0,"51141"
"1863","502 - Elamsville",84,21,34,2,14,0,0,0,0,0,0,0,0,0,"51141"
"1864","503 - Woolwine",124,37,49,13,16,1,0,1,0,0,0,0,0,0,"51141"
"1865","Ab - Central Absentee Precinct",25,15,11,0,5,0,0,0,1,0,0,0,0,0,"51141"
"1866","Provisional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"51141"
"1867","101 - First Ward First Precinct",26,9,9,0,6,0,0,0,0,0,0,1,0,0,"51730"
"1868","201 - Second Ward First Precinct",29,36,21,8,4,1,3,0,0,1,1,0,0,0,"51730"
"1869","301 - Third Ward First Precinct",101,84,44,14,19,2,2,0,2,0,1,1,1,0,"51730"
"1870","401 - Fourth Ward First Precinct",41,24,19,7,9,0,0,0,0,0,0,0,0,0,"51730"
"1871","501 - Fifth Ward First Precinct",28,10,9,5,3,0,0,0,0,0,0,0,0,0,"51730"
"1872","601 - Sixth Ward First Precinct",4,4,2,0,2,0,0,0,0,0,0,0,0,0,"51730"
"1873","701 - Seventh Ward First Precinct",33,9,2,3,6,1,1,0,0,0,1,0,0,0,"51730"
"1874","Ab - Central Absentee Precinct",25,12,13,5,2,2,0,1,2,0,0,0,0,0,"51730"
"1875","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51730"
"1876","103 - Twin Springs",387,190,165,35,91,0,2,0,1,0,0,0,0,0,"51143"
"1877","105 - Chatham",116,62,51,12,34,0,1,1,0,0,0,0,0,0,"51143"
"1878","106 - Tunstall",150,48,51,10,36,0,0,0,0,0,0,0,0,0,"51143"
"1879","108 - West Blairs",108,32,48,4,19,1,0,0,0,0,0,0,0,0,"51143"
"1880","201 - Callands",156,41,48,4,25,0,0,0,0,0,1,0,0,0,"51143"
"1881","202- Bearskin",38,9,13,0,8,0,0,1,0,0,0,0,0,0,"51143"
"1882","204 - Sandy Level",109,31,35,11,26,0,0,0,0,1,0,0,0,0,"51143"
"1883","206 - Climax",75,40,42,3,20,0,0,0,0,0,0,0,0,0,"51143"
"1884","207 - Gretna",289,92,95,12,46,0,1,0,0,0,0,0,0,0,"51143"
"1885","301 - Central",49,22,29,4,14,0,1,0,0,0,0,0,0,0,"51143"
"1886","305 - Riceville",57,32,25,2,8,0,0,0,0,0,0,1,0,0,"51143"
"1887","307 - East Blairs",46,9,17,1,13,0,0,0,0,0,0,0,0,0,"51143"
"1888","308 - Mt Airy",30,11,19,1,9,0,0,0,0,0,0,0,0,0,"51143"
"1889","309 - East Gretna",49,19,22,3,13,1,0,1,1,0,0,0,0,0,"51143"
"1890","402 - Keeling",193,48,64,6,33,2,1,0,0,0,0,0,0,0,"51143"
"1891","404 - Kentuck",254,96,120,14,39,0,1,1,0,0,1,0,0,0,"51143"
"1892","405 - Ringgold",271,87,112,8,38,0,3,1,0,0,1,0,0,0,"51143"
"1893","501 - Hurt",235,73,66,7,41,0,0,3,0,0,0,0,0,0,"51143"
"1894","502 - Motley Sycamore",219,47,80,10,41,0,1,0,0,0,0,0,0,0,"51143"
"1895","503 - Renan",140,29,37,2,21,0,0,1,0,0,0,0,0,0,"51143"
"1896","603 - Stony Mill",169,53,71,9,23,1,1,2,0,0,1,0,0,0,"51143"
"1897","604 - Swansonville",142,27,52,7,18,0,1,1,0,0,0,0,0,0,"51143"
"1898","605 - Whitmell",154,35,43,1,20,0,0,1,0,0,0,0,0,0,"51143"
"1899","606 - Brosville",108,28,34,2,14,0,0,0,0,0,1,0,0,0,"51143"
"1900","607 - Dry Fork",56,23,41,2,10,0,1,0,0,1,0,1,0,0,"51143"
"1901","702 - Bachelors Hall",230,87,110,18,42,0,1,1,0,0,0,0,0,0,"51143"
"1902","703 - Ferry Road",41,6,21,3,10,0,0,0,0,0,0,0,0,0,"51143"
"1903","704 - Mt Hermon",270,122,129,24,72,1,0,1,0,0,0,0,0,0,"51143"
"1904","705 - Mt Cross",157,47,57,9,37,0,0,0,1,1,0,0,0,0,"51143"
"1905","Ab - Central Absentee Precinct",69,20,33,5,9,1,1,0,1,0,0,0,0,0,"51143"
"1906","Provisional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,"51143"
"1907","1 - Central",356,255,98,63,50,3,2,0,1,1,2,2,0,0,"51735"
"1908","2 - Eastern",469,266,126,46,62,6,6,0,1,0,0,0,1,0,"51735"
"1909","3 - Western",393,392,121,98,60,2,0,0,1,1,0,0,1,0,"51735"
"1910","Ab - Central Absentee Precinct",43,20,6,11,5,2,1,0,1,0,1,0,0,0,"51735"
"1911","Provisional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51735"
"1912","1 - One",104,110,27,33,14,2,1,0,0,0,0,2,0,0,"51740"
"1913","5 - Five",2,2,2,1,3,0,0,0,0,0,0,0,0,0,"51740"
"1914","7- Seven",33,47,14,11,18,1,2,0,1,0,0,0,0,0,"51740"
"1915","9 - Nine",49,18,15,5,12,0,1,0,0,0,0,0,0,0,"51740"
"1916","10 - Ten",68,36,21,13,11,0,2,0,0,2,0,0,0,0,"51740"
"1917","11 - Eleven",1,4,0,0,3,0,0,1,1,0,0,0,0,0,"51740"
"1918","13 - Thirteen",1,0,0,1,2,0,0,0,0,0,0,0,1,0,"51740"
"1919","14 - Fourteen",3,1,2,2,3,0,0,0,0,0,0,0,0,0,"51740"
"1920","16 - Sixteen",74,36,26,6,18,0,2,0,0,1,0,0,0,0,"51740"
"1921","17 - Seventeen",95,42,25,7,27,0,0,1,0,1,0,0,0,0,"51740"
"1922","19 - Nineteen",74,33,26,2,16,0,0,0,0,0,0,1,0,0,"51740"
"1923","20 - Twenty",62,18,18,3,13,0,0,0,0,0,0,1,0,0,"51740"
"1924","21 - Twenty-one",2,0,4,0,3,0,0,0,0,0,0,0,0,0,"51740"
